AGEP,SCHL,MAR,SEX,DIS,ESP,MIG,CIT,MIL,ANC,NATIVITY,RELP,DEAR,DEYE,DREM,RAC1P,GCL,ESR
56,11.0,5,2,1,-99999.0,1.0,1,4.0,4,1,17,2,2,1.0,1,2.0,1.0
24,20.0,1,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
28,10.0,5,1,2,-99999.0,1.0,1,4.0,4,1,16,2,2,2.0,1,-99999.0,6.0
21,19.0,5,2,1,-99999.0,3.0,1,4.0,4,1,17,2,2,1.0,1,-99999.0,1.0
94,16.0,2,2,1,-99999.0,1.0,1,4.0,1,1,16,1,2,1.0,1,2.0,6.0
47,20.0,3,1,1,-99999.0,3.0,1,4.0,4,1,16,2,2,2.0,1,2.0,6.0
28,22.0,5,2,2,-99999.0,1.0,1,4.0,2,1,17,2,2,2.0,9,-99999.0,1.0
19,17.0,5,2,1,-99999.0,3.0,1,4.0,1,1,16,1,1,2.0,3,-99999.0,6.0
94,11.0,2,2,1,-99999.0,1.0,1,4.0,1,1,16,2,1,2.0,1,2.0,6.0
22,19.0,5,1,2,-99999.0,2.0,5,4.0,1,2,17,2,2,2.0,6,-99999.0,6.0
81,17.0,1,1,1,-99999.0,1.0,1,4.0,4,1,16,1,1,1.0,1,2.0,6.0
23,18.0,5,1,2,-99999.0,3.0,1,4.0,4,1,17,2,2,2.0,1,-99999.0,6.0
53,19.0,3,2,2,-99999.0,1.0,1,4.0,4,1,17,2,2,2.0,1,2.0,1.0
21,18.0,5,1,2,-99999.0,1.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
29,19.0,3,2,1,-99999.0,3.0,1,4.0,1,1,16,1,1,1.0,1,-99999.0,6.0
20,19.0,5,1,2,-99999.0,1.0,1,1.0,4,1,17,2,2,2.0,1,-99999.0,4.0
40,17.0,3,1,2,-99999.0,3.0,1,4.0,2,1,16,2,2,2.0,9,2.0,6.0
31,17.0,5,1,1,-99999.0,1.0,1,4.0,4,1,16,2,2,1.0,2,2.0,6.0
51,1.0,5,2,1,-99999.0,1.0,1,4.0,4,1,17,2,2,1.0,1,2.0,1.0
18,16.0,5,2,2,-99999.0,3.0,1,4.0,1,1,17,2,2,2.0,9,-99999.0,1.0
64,16.0,5,2,1,-99999.0,1.0,1,4.0,4,1,17,2,2,1.0,1,2.0,1.0
73,16.0,3,2,1,-99999.0,1.0,1,4.0,1,1,16,2,2,1.0,1,2.0,6.0
18,19.0,5,2,2,-99999.0,1.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
44,21.0,5,1,1,-99999.0,1.0,1,4.0,4,1,17,2,2,1.0,1,2.0,1.0
50,18.0,5,1,1,-99999.0,1.0,1,4.0,4,1,16,2,2,1.0,1,2.0,6.0
29,20.0,5,1,2,-99999.0,3.0,1,2.0,1,1,17,2,2,2.0,1,-99999.0,1.0
94,21.0,1,1,1,-99999.0,1.0,1,4.0,4,1,16,1,1,1.0,1,2.0,6.0
37,16.0,5,1,2,-99999.0,3.0,1,4.0,2,1,16,2,2,2.0,1,2.0,6.0
60,16.0,3,1,2,-99999.0,1.0,1,4.0,1,1,16,2,2,2.0,3,2.0,6.0
14,10.0,5,1,1,-99999.0,1.0,1,-99999.0,2,1,16,2,2,1.0,1,-99999.0,-99999.0
33,16.0,5,1,1,-99999.0,3.0,1,4.0,1,1,16,2,2,1.0,1,2.0,6.0
57,16.0,5,1,2,-99999.0,1.0,1,4.0,2,1,17,2,2,2.0,1,2.0,1.0
94,16.0,2,2,1,-99999.0,1.0,1,4.0,1,1,16,2,2,2.0,1,2.0,6.0
17,19.0,5,2,2,-99999.0,1.0,1,4.0,1,1,16,2,2,2.0,3,-99999.0,6.0
84,21.0,2,2,1,-99999.0,1.0,1,4.0,4,1,16,2,2,1.0,1,2.0,6.0
40,16.0,3,1,1,-99999.0,1.0,1,4.0,2,1,16,2,2,1.0,1,2.0,6.0
17,13.0,5,2,1,-99999.0,3.0,1,4.0,4,1,16,2,2,1.0,1,-99999.0,6.0
64,21.0,5,1,2,-99999.0,1.0,1,4.0,4,1,17,2,2,2.0,1,2.0,1.0
18,18.0,5,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,6.0
26,13.0,5,2,2,-99999.0,1.0,1,4.0,3,1,16,2,2,2.0,3,-99999.0,6.0
69,16.0,3,1,1,-99999.0,1.0,1,2.0,1,1,16,2,2,2.0,1,2.0,6.0
86,14.0,2,2,1,-99999.0,1.0,1,4.0,2,1,16,1,2,1.0,1,2.0,6.0
75,16.0,2,2,1,-99999.0,1.0,1,4.0,4,1,16,2,1,1.0,1,2.0,6.0
18,19.0,5,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,6.0
20,19.0,5,2,2,-99999.0,1.0,1,4.0,1,1,17,2,2,2.0,1,-99999.0,2.0
28,14.0,1,1,2,-99999.0,3.0,1,4.0,4,1,16,2,2,2.0,1,-99999.0,6.0
17,19.0,5,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,9,-99999.0,3.0
24,20.0,1,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
18,16.0,5,1,2,-99999.0,3.0,1,4.0,4,1,17,2,2,2.0,1,-99999.0,1.0
57,18.0,4,1,1,-99999.0,1.0,1,4.0,1,1,16,2,2,1.0,3,2.0,6.0
94,11.0,2,2,1,-99999.0,1.0,1,4.0,1,1,16,2,1,2.0,1,2.0,6.0
57,16.0,5,1,2,-99999.0,1.0,1,4.0,2,1,17,2,2,2.0,1,2.0,1.0
48,14.0,5,1,1,-99999.0,1.0,1,4.0,1,1,16,2,2,2.0,1,2.0,6.0
64,16.0,5,2,1,-99999.0,3.0,1,4.0,1,1,17,2,2,1.0,1,2.0,6.0
20,19.0,5,1,2,-99999.0,3.0,1,4.0,4,1,17,2,2,2.0,1,-99999.0,1.0
27,19.0,1,1,2,-99999.0,1.0,1,4.0,4,1,17,2,2,2.0,1,-99999.0,1.0
56,11.0,5,2,1,-99999.0,1.0,1,4.0,4,1,17,2,2,1.0,1,2.0,1.0
87,21.0,1,1,1,-99999.0,1.0,1,2.0,4,1,16,1,1,1.0,1,2.0,6.0
31,16.0,5,1,1,-99999.0,1.0,1,4.0,4,1,17,2,2,1.0,1,2.0,1.0
18,19.0,5,1,2,-99999.0,2.0,5,4.0,1,2,17,2,2,2.0,8,-99999.0,6.0
22,20.0,5,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,6.0
36,17.0,1,1,2,-99999.0,3.0,1,4.0,1,1,16,2,2,2.0,3,2.0,6.0
19,19.0,5,1,2,-99999.0,1.0,5,4.0,1,2,17,2,2,2.0,1,-99999.0,6.0
19,18.0,5,2,2,-99999.0,3.0,1,4.0,1,1,17,2,2,2.0,1,-99999.0,1.0
42,17.0,5,1,2,-99999.0,3.0,1,4.0,4,1,16,2,2,2.0,1,2.0,6.0
19,18.0,5,1,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,6.0
24,20.0,1,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
50,13.0,5,2,1,-99999.0,3.0,1,4.0,1,1,17,2,2,1.0,3,2.0,1.0
19,16.0,5,2,2,-99999.0,3.0,1,4.0,4,1,17,2,2,2.0,1,-99999.0,6.0
16,12.0,5,2,2,-99999.0,3.0,1,-99999.0,4,1,16,2,2,2.0,1,-99999.0,6.0
18,19.0,5,1,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
37,16.0,5,1,2,-99999.0,1.0,1,4.0,4,1,16,2,2,2.0,1,2.0,6.0
27,19.0,1,1,2,-99999.0,1.0,1,4.0,4,1,17,2,2,2.0,1,-99999.0,1.0
82,17.0,3,2,1,-99999.0,1.0,1,4.0,1,1,16,2,2,1.0,1,2.0,6.0
94,16.0,2,2,1,-99999.0,1.0,1,4.0,4,1,16,2,1,1.0,1,2.0,6.0
72,16.0,5,1,1,-99999.0,1.0,1,4.0,4,1,17,2,2,1.0,1,2.0,1.0
79,16.0,1,1,1,-99999.0,1.0,1,2.0,2,1,16,2,2,2.0,1,2.0,6.0
80,12.0,2,1,1,-99999.0,1.0,1,4.0,4,1,16,1,2,2.0,1,2.0,6.0
40,19.0,3,2,1,-99999.0,1.0,1,4.0,1,1,17,2,2,1.0,1,2.0,3.0
88,16.0,2,2,1,-99999.0,1.0,1,4.0,4,1,16,2,2,1.0,1,2.0,6.0
36,12.0,5,1,2,-99999.0,3.0,1,4.0,1,1,16,2,2,2.0,8,2.0,6.0
20,17.0,5,1,1,-99999.0,3.0,1,4.0,1,1,16,1,2,2.0,1,-99999.0,6.0
77,21.0,3,2,1,-99999.0,1.0,1,4.0,1,1,16,2,2,1.0,1,2.0,6.0
19,16.0,5,1,2,-99999.0,3.0,1,4.0,4,1,17,2,2,2.0,1,-99999.0,6.0
19,17.0,5,2,1,-99999.0,3.0,1,4.0,1,1,16,1,1,2.0,3,-99999.0,6.0
51,1.0,5,2,1,-99999.0,1.0,1,4.0,4,1,17,2,2,1.0,1,2.0,1.0
53,18.0,1,1,2,-99999.0,1.0,1,4.0,4,1,16,2,2,2.0,1,2.0,6.0
18,18.0,5,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
94,11.0,2,2,1,-99999.0,1.0,1,4.0,1,1,16,2,1,2.0,1,2.0,6.0
59,21.0,3,1,1,-99999.0,1.0,1,4.0,1,1,16,2,2,2.0,1,2.0,6.0
21,11.0,5,1,2,-99999.0,1.0,1,4.0,4,1,16,2,2,2.0,1,-99999.0,6.0
18,19.0,5,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,6.0
94,11.0,2,2,1,-99999.0,1.0,1,4.0,2,1,16,2,1,1.0,1,2.0,6.0
14,10.0,5,2,2,-99999.0,3.0,1,-99999.0,3,1,16,2,2,2.0,3,-99999.0,-99999.0
26,14.0,5,1,2,-99999.0,3.0,1,4.0,1,1,16,2,2,2.0,3,-99999.0,6.0
71,9.0,3,2,1,-99999.0,1.0,1,4.0,4,1,16,2,2,1.0,1,2.0,6.0
88,19.0,2,2,1,-99999.0,1.0,1,4.0,1,1,16,2,2,1.0,1,2.0,6.0
52,17.0,4,1,2,-99999.0,1.0,1,4.0,1,1,16,2,2,2.0,1,2.0,6.0
79,16.0,1,1,1,-99999.0,1.0,1,4.0,4,1,16,2,2,1.0,1,2.0,6.0
72,16.0,5,1,1,-99999.0,1.0,1,4.0,4,1,17,2,2,1.0,1,2.0,1.0
21,19.0,5,1,2,-99999.0,1.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,6.0
76,16.0,5,1,1,-99999.0,1.0,1,2.0,4,1,16,2,2,1.0,1,2.0,6.0
26,16.0,5,1,1,-99999.0,3.0,1,4.0,1,1,17,2,2,1.0,1,-99999.0,6.0
19,19.0,5,1,2,-99999.0,1.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,6.0
52,14.0,3,1,1,-99999.0,3.0,1,4.0,2,1,16,2,1,2.0,1,2.0,6.0
19,18.0,5,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
18,18.0,5,2,2,-99999.0,3.0,1,4.0,1,1,17,2,2,2.0,1,-99999.0,6.0
83,21.0,2,2,1,-99999.0,1.0,1,4.0,1,1,16,2,2,1.0,3,2.0,6.0
19,19.0,5,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,6.0
85,16.0,2,1,1,-99999.0,1.0,1,2.0,1,1,16,1,1,1.0,1,2.0,6.0
22,19.0,5,1,2,-99999.0,1.0,1,4.0,1,1,17,2,2,2.0,1,-99999.0,1.0
51,1.0,5,2,1,-99999.0,1.0,1,4.0,4,1,17,2,2,1.0,1,2.0,1.0
57,19.0,2,1,1,-99999.0,1.0,1,4.0,1,1,16,2,2,1.0,1,2.0,6.0
20,18.0,5,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,6.0
26,16.0,5,1,2,-99999.0,3.0,1,3.0,2,1,16,2,2,2.0,1,-99999.0,6.0
11,6.0,5,1,2,-99999.0,3.0,1,-99999.0,4,1,16,2,2,2.0,2,-99999.0,-99999.0
14,10.0,5,2,2,-99999.0,1.0,1,-99999.0,1,1,16,2,2,2.0,5,-99999.0,-99999.0
57,14.0,3,1,2,-99999.0,1.0,1,4.0,1,1,16,2,2,2.0,1,2.0,6.0
34,20.0,5,1,2,-99999.0,1.0,1,4.0,1,1,17,2,2,2.0,1,2.0,1.0
17,19.0,5,1,2,-99999.0,1.0,1,4.0,1,1,17,2,2,2.0,1,-99999.0,1.0
57,1.0,5,1,1,-99999.0,1.0,1,4.0,4,1,17,2,1,1.0,1,2.0,6.0
40,16.0,3,1,1,-99999.0,1.0,1,4.0,2,1,16,2,2,1.0,1,2.0,6.0
56,19.0,5,1,1,-99999.0,1.0,1,4.0,4,1,17,2,2,1.0,1,2.0,1.0
86,16.0,3,2,1,-99999.0,3.0,1,4.0,2,1,16,2,2,1.0,1,2.0,6.0
58,13.0,3,2,2,-99999.0,1.0,1,4.0,1,1,17,2,2,2.0,1,2.0,1.0
24,20.0,1,2,2,-99999.0,3.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
54,17.0,2,2,1,-99999.0,1.0,1,4.0,1,1,16,1,1,2.0,3,2.0,6.0
19,19.0,5,1,2,-99999.0,1.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,6.0
94,16.0,2,2,1,-99999.0,3.0,1,4.0,1,1,16,1,2,1.0,1,2.0,6.0
16,12.0,5,2,2,-99999.0,3.0,1,-99999.0,4,1,16,2,2,2.0,1,-99999.0,6.0
50,13.0,5,2,1,-99999.0,3.0,1,4.0,1,1,17,2,2,1.0,3,2.0,1.0
94,16.0,2,2,1,-99999.0,1.0,1,4.0,1,1,16,2,2,2.0,1,2.0,6.0
71,18.0,1,1,1,-99999.0,1.0,1,4.0,2,1,16,2,2,1.0,1,2.0,6.0
19,16.0,5,1,2,-99999.0,3.0,1,4.0,4,1,17,2,2,2.0,1,-99999.0,6.0
21,19.0,5,2,2,-99999.0,1.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
19,16.0,5,2,2,-99999.0,1.0,1,4.0,1,1,17,2,2,2.0,1,-99999.0,1.0
60,13.0,5,1,1,-99999.0,1.0,1,4.0,1,1,17,2,2,2.0,1,2.0,6.0
76,19.0,3,1,1,-99999.0,3.0,1,4.0,2,1,16,2,2,1.0,1,2.0,6.0
64,16.0,5,2,1,-99999.0,3.0,1,4.0,1,1,17,2,2,1.0,1,2.0,6.0
18,18.0,5,1,2,-99999.0,3.0,1,4.0,1,1,17,2,2,2.0,1,-99999.0,1.0
83,21.0,1,1,1,-99999.0,3.0,1,2.0,1,1,16,2,2,2.0,3,2.0,6.0
18,16.0,5,1,2,-99999.0,3.0,1,4.0,4,1,17,2,2,2.0,1,-99999.0,6.0
86,14.0,2,2,1,-99999.0,1.0,1,4.0,2,1,16,1,2,1.0,1,2.0,6.0
34,21.0,3,1,2,-99999.0,1.0,1,4.0,2,1,16,2,2,2.0,1,2.0,6.0
17,13.0,5,2,1,-99999.0,3.0,1,4.0,4,1,16,2,2,1.0,1,-99999.0,6.0
36,12.0,5,1,2,-99999.0,3.0,1,4.0,1,1,16,2,2,2.0,8,2.0,6.0
61,16.0,5,2,1,-99999.0,1.0,1,4.0,1,1,16,2,2,2.0,1,2.0,6.0
53,18.0,1,1,2,-99999.0,1.0,1,4.0,4,1,16,2,2,2.0,1,2.0,6.0
55,15.0,5,2,1,-99999.0,1.0,1,4.0,1,1,16,2,2,1.0,1,2.0,6.0
26,16.0,5,2,1,-99999.0,3.0,1,4.0,1,1,17,2,2,1.0,1,-99999.0,6.0
20,18.0,5,2,2,-99999.0,3.0,1,4.0,1,1,17,2,2,2.0,3,-99999.0,3.0
82,21.0,2,2,1,-99999.0,1.0,1,4.0,4,1,16,2,2,1.0,1,2.0,6.0
16,12.0,5,2,2,-99999.0,3.0,1,-99999.0,4,1,16,2,2,2.0,1,-99999.0,6.0
76,19.0,3,2,1,-99999.0,1.0,1,4.0,1,1,16,2,2,1.0,1,2.0,6.0
21,19.0,5,1,2,-99999.0,1.0,1,4.0,1,1,17,2,2,2.0,1,-99999.0,1.0
54,14.0,1,1,2,-99999.0,3.0,1,4.0,1,1,16,2,2,2.0,1,2.0,6.0
22,19.0,5,2,2,-99999.0,1.0,5,4.0,1,2,17,2,2,2.0,3,-99999.0,6.0
21,19.0,5,2,2,-99999.0,1.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
20,19.0,5,2,2,-99999.0,1.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
14,11.0,5,2,1,-99999.0,3.0,1,-99999.0,1,1,16,2,2,1.0,5,-99999.0,-99999.0
14,11.0,5,2,2,-99999.0,3.0,1,-99999.0,4,1,16,2,2,2.0,1,-99999.0,-99999.0
71,18.0,1,1,1,-99999.0,1.0,1,4.0,2,1,16,2,2,1.0,1,2.0,6.0
22,19.0,5,1,2,-99999.0,1.0,1,4.0,2,1,17,2,2,2.0,1,-99999.0,1.0
23,19.0,5,2,2,-99999.0,1.0,1,4.0,1,1,17,2,2,2.0,3,-99999.0,6.0
27,19.0,1,1,2,-99999.0,1.0,1,4.0,4,1,17,2,2,2.0,1,-99999.0,1.0
51,13.0,5,1,1,-99999.0,1.0,1,4.0,2,1,16,2,1,1.0,3,2.0,6.0
94,16.0,2,2,1,-99999.0,1.0,1,4.0,4,1,16,1,1,1.0,1,2.0,6.0
19,18.0,5,2,2,-99999.0,3.0,4,4.0,1,2,17,2,2,2.0,6,-99999.0,6.0
57,1.0,5,1,1,-99999.0,1.0,1,4.0,4,1,17,2,1,1.0,1,2.0,6.0
77,18.0,3,2,1,-99999.0,1.0,1,4.0,2,1,16,2,2,2.0,1,2.0,6.0
68,12.0,5,2,1,-99999.0,1.0,1,4.0,1,1,16,2,2,1.0,1,2.0,6.0
57,14.0,3,1,2,-99999.0,1.0,1,4.0,1,1,16,2,2,2.0,1,2.0,6.0
19,18.0,5,2,1,-99999.0,2.0,3,4.0,3,1,17,2,1,1.0,9,-99999.0,3.0
61,16.0,5,2,1,-99999.0,1.0,1,4.0,1,1,16,2,2,2.0,1,2.0,6.0
81,18.0,3,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,2.0,1.0
40,16.0,5,1,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,3,2.0,3.0
57,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
55,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
24,16.0,5,1,1,-99999.0,1.0,1,4.0,1,1,2,2,2,1.0,1,-99999.0,6.0
17,15.0,5,1,2,1.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,6.0
15,14.0,5,1,2,1.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
65,16.0,3,1,2,-99999.0,3.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
76,17.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
73,19.0,1,2,2,-99999.0,1.0,4,4.0,1,2,1,2,2,2.0,1,2.0,6.0
71,12.0,1,2,1,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
76,16.0,1,1,1,-99999.0,3.0,1,4.0,1,1,1,1,1,2.0,1,2.0,6.0
77,21.0,1,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,6.0
75,21.0,1,2,1,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
61,20.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
58,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
47,21.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
48,17.0,3,1,2,-99999.0,1.0,1,4.0,1,1,13,2,2,2.0,1,2.0,1.0
76,19.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
74,20.0,1,2,1,-99999.0,1.0,1,4.0,1,1,1,2,1,2.0,1,2.0,6.0
52,17.0,1,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,1.0
50,20.0,1,2,2,-99999.0,1.0,1,2.0,1,1,1,2,2,2.0,1,2.0,1.0
58,22.0,4,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
19,18.0,5,1,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,1.0
53,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
55,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
28,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,-99999.0,1.0
34,21.0,1,1,2,-99999.0,1.0,1,4.0,3,1,1,2,2,2.0,1,2.0,1.0
60,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
64,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
28,17.0,3,2,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,-99999.0,1.0
9,6.0,5,2,2,7.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
8,5.0,5,2,2,7.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
62,20.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
25,16.0,5,1,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,1.0
24,21.0,5,2,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,1.0
30,16.0,5,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,2.0,1.0
66,19.0,3,1,1,-99999.0,1.0,1,2.0,1,1,6,2,2,2.0,3,2.0,6.0
66,18.0,2,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
57,19.0,3,2,2,-99999.0,1.0,1,4.0,3,1,0,2,2,2.0,1,2.0,6.0
43,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
26,19.0,1,1,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,9,-99999.0,1.0
20,20.0,5,1,1,-99999.0,1.0,1,4.0,4,1,2,2,2,1.0,1,-99999.0,6.0
18,16.0,5,1,2,-99999.0,1.0,1,4.0,4,1,2,2,2,2.0,1,-99999.0,1.0
3,1.0,5,1,2,1.0,1.0,1,-99999.0,4,1,2,2,2,-99999.0,9,-99999.0,-99999.0
66,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
53,19.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
62,16.0,3,2,2,-99999.0,1.0,1,4.0,3,1,0,2,2,2.0,1,2.0,1.0
76,18.0,3,1,1,-99999.0,1.0,1,2.0,1,1,0,1,2,2.0,3,2.0,6.0
74,21.0,1,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,6.0
73,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
54,19.0,5,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,1.0
47,19.0,3,2,1,-99999.0,1.0,1,4.0,2,1,12,2,2,1.0,1,2.0,6.0
22,15.0,5,2,2,-99999.0,1.0,1,4.0,1,1,15,2,2,2.0,1,-99999.0,1.0
44,19.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
17,14.0,5,2,2,7.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,6.0
14,11.0,5,2,2,7.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
49,12.0,3,1,2,-99999.0,1.0,1,4.0,4,1,13,2,2,2.0,1,2.0,1.0
77,21.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
77,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
66,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
67,21.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
53,16.0,5,1,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
23,16.0,5,1,2,-99999.0,1.0,1,4.0,4,1,12,2,2,2.0,1,-99999.0,1.0
39,21.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,3.0
71,19.0,1,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,1.0
60,23.0,2,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
29,20.0,1,1,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,1.0
29,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,9,2,2,2.0,1,-99999.0,1.0
52,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
54,16.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
21,20.0,5,1,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,1.0
19,19.0,5,1,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,1.0
17,14.0,5,2,2,1.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,1.0
63,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
66,19.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
76,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
68,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
65,16.0,5,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
66,19.0,1,1,1,-99999.0,1.0,1,2.0,1,1,0,1,2,2.0,1,2.0,6.0
67,23.0,1,2,1,-99999.0,1.0,1,2.0,1,1,1,1,2,2.0,1,2.0,1.0
41,19.0,1,1,2,-99999.0,1.0,3,4.0,2,1,0,2,2,2.0,1,2.0,1.0
46,18.0,1,2,2,-99999.0,1.0,4,4.0,1,2,1,2,2,2.0,1,2.0,1.0
16,12.0,5,1,2,1.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,6.0
14,11.0,5,2,2,1.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
13,9.0,5,1,2,1.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
10,7.0,5,2,2,1.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
72,16.0,5,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,3,2.0,6.0
